Vd Vgf Vs Vgb L IDS CDFGI CDSI vbgs  
1.0 0.896551724138 0 0 5e-08 4.490e-04 3.937e-16 -4.610e-16 0. 
0.05 0.931034482759 0 0 5e-08 1.314e-04 5.057e-16 -2.067e-16 -2.776e-17 
0.145 0.931034482759 0 0 5e-08 3.056e-04 4.844e-16 -3.048e-16 2.776e-17 
0.24 0.931034482759 0 0 5e-08 3.913e-04 4.575e-16 -3.975e-16 0. 
0.335 0.931034482759 0 0 5e-08 4.319e-04 4.377e-16 -4.391e-16 0. 
0.43 0.931034482759 0 0 5e-08 4.528e-04 4.247e-16 -4.561e-16 0. 
0.525 0.931034482759 0 0 5e-08 4.645e-04 4.160e-16 -4.630e-16 0. 
0.62 0.931034482759 0 0 5e-08 4.715e-04 4.101e-16 -4.657e-16 0. 
0.715 0.931034482759 0 0 5e-08 4.759e-04 4.058e-16 -4.665e-16 0. 
0.81 0.931034482759 0 0 5e-08 4.788e-04 4.027e-16 -4.666e-16 0. 
0.905 0.931034482759 0 0 5e-08 4.806e-04 4.003e-16 -4.662e-16 0. 
1.0 0.931034482759 0 0 5e-08 4.818e-04 3.984e-16 -4.657e-16 0. 
0.05 0.965517241379 0 0 5e-08 1.375e-04 5.086e-16 -2.062e-16 2.776e-17 
0.145 0.965517241379 0 0 5e-08 3.222e-04 4.887e-16 -2.995e-16 0. 
0.24 0.965517241379 0 0 5e-08 4.149e-04 4.626e-16 -3.947e-16 2.776e-17 
0.335 0.965517241379 0 0 5e-08 4.594e-04 4.429e-16 -4.391e-16 0. 
0.43 0.965517241379 0 0 5e-08 4.824e-04 4.297e-16 -4.579e-16 0. 
0.525 0.965517241379 0 0 5e-08 4.953e-04 4.209e-16 -4.659e-16 0. 
0.62 0.965517241379 0 0 5e-08 5.031e-04 4.148e-16 -4.692e-16 0. 
0.715 0.965517241379 0 0 5e-08 5.080e-04 4.104e-16 -4.703e-16 0. 
0.81 0.965517241379 0 0 5e-08 5.111e-04 4.071e-16 -4.706e-16 0. 
0.905 0.965517241379 0 0 5e-08 5.132e-04 4.047e-16 -4.704e-16 0. 
1.0 0.965517241379 0 0 5e-08 5.145e-04 4.027e-16 -4.700e-16 0. 
0.05 1.0 0 0 5e-08 1.435e-04 5.112e-16 -2.058e-16 -8.327e-17 
0.145 1.0 0 0 5e-08 3.384e-04 4.926e-16 -2.943e-16 2.776e-17 
0.24 1.0 0 0 5e-08 4.382e-04 4.673e-16 -3.915e-16 2.776e-17 
0.335 1.0 0 0 5e-08 4.866e-04 4.478e-16 -4.386e-16 0. 
0.43 1.0 0 0 5e-08 5.117e-04 4.344e-16 -4.593e-16 0. 
0.525 1.0 0 0 5e-08 5.259e-04 4.254e-16 -4.683e-16 0. 
0.62 1.0 0 0 5e-08 5.344e-04 4.191e-16 -4.722e-16 0. 
0.715 1.0 0 0 5e-08 5.398e-04 4.146e-16 -4.737e-16 0. 
0.81 1.0 0 0 5e-08 5.432e-04 4.113e-16 -4.742e-16 0. 
0.905 1.0 0 0 5e-08 5.455e-04 4.087e-16 -4.741e-16 0. 
1.0 1.0 0 0 5e-08 5.469e-04 4.067e-16 -4.738e-16 0. 
