
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, -1
TestParameter, Output.Graph.YAxis.Data, Id, Ig
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12, 1E-12
TestParameter, Output.Graph.YAxis.Top, 0.1, 1E-07
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/24/2015 20:04:37
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 79
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 32d879f2-ebb7-419c-97e2-250b5a91184b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, -0.9
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Id, Ig
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -0.001, -1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, -1E-12, -1E-13
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.3888888888888889
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.3888888888888889
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.3888888888888889
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.3888888888888889
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.3888888888888889
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vg: [ 500 m, -900 m] V / 101; Ig: 100 nA	Vd: -50 mV; Id: 100 mA	Vs: 0 V; Is: 100 mA
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 202, 202, 202
Dimension2, 1, 1, 1
DataName, Vg, Id, Ig
DataValue, 0.5, -8.4000000000000014E-12, -5.49E-12
DataValue, 0.48600000000000004, -1.8600000000000002E-11, -6.41E-12
DataValue, 0.47200000000000003, -1.8180000000000002E-11, -6.8300000000000006E-12
DataValue, 0.458, -1.775E-11, -7.0300000000000005E-12
DataValue, 0.444, -1.6540000000000002E-11, -8.4700000000000009E-12
DataValue, 0.43, -1.626E-11, -7.970000000000001E-12
DataValue, 0.41600000000000004, -1.4670000000000003E-11, -9.3800000000000008E-12
DataValue, 0.402, -1.3680000000000002E-11, -8.01E-12
DataValue, 0.388, -1.1870000000000002E-11, -9.46E-12
DataValue, 0.374, -9.2800000000000008E-12, -8.7000000000000013E-12
DataValue, 0.36000000000000004, -7.29E-12, -9.33E-12
DataValue, 0.34600000000000003, -5.54E-12, -8.070000000000001E-12
DataValue, 0.332, -2.2500000000000003E-12, -8.8800000000000009E-12
DataValue, 0.318, 1.8900000000000002E-12, -8.21E-12
DataValue, 0.304, 1.272E-11, -4.84E-12
DataValue, 0.29000000000000004, 2.1950000000000002E-11, -1.5400000000000001E-12
DataValue, 0.276, 2.192E-11, -1.73E-12
DataValue, 0.262, 2.9850000000000005E-11, 2.7800000000000003E-12
DataValue, 0.248, 3.045E-11, 3.1400000000000004E-12
DataValue, 0.234, 3.1380000000000006E-11, 3.67E-12
DataValue, 0.22, 3.14E-11, 3.35E-12
DataValue, 0.20600000000000002, 3.245E-11, 4.13E-12
DataValue, 0.192, 3.2250000000000005E-11, 5.14E-12
DataValue, 0.17800000000000002, 3.241E-11, 5.33E-12
DataValue, 0.164, 3.275E-11, 6.2900000000000009E-12
DataValue, 0.15, 3.302E-11, 5.14E-12
DataValue, 0.136, 3.2470000000000005E-11, 3.4100000000000002E-12
DataValue, 0.12200000000000001, 3.0610000000000005E-11, 3.2E-12
DataValue, 0.108, 3.0060000000000004E-11, 3.43E-12
DataValue, 0.094, 2.998E-11, 4.51E-12
DataValue, 0.08, 2.8600000000000003E-11, 3.46E-12
DataValue, 0.066, 2.7080000000000002E-11, 5.3700000000000007E-12
DataValue, 0.052000000000000005, 2.3610000000000003E-11, 5.2600000000000006E-12
DataValue, 0.038, 1.803E-11, 6.5E-12
DataValue, 0.024, 8.46E-12, 7.53E-12
DataValue, 0.01, -9.45E-12, 8.63E-12
DataValue, -0.004, -3.856E-11, 9.8300000000000015E-12
DataValue, -0.018000000000000002, -8.4570000000000011E-11, 8.6900000000000011E-12
DataValue, -0.032, -1.4172E-10, 7.81E-12
DataValue, -0.046, -2.3158000000000002E-10, 8.54E-12
DataValue, -0.060000000000000005, -3.7267E-10, 7.870000000000001E-12
DataValue, -0.07400000000000001, -5.9313E-10, 7.53E-12
DataValue, -0.088000000000000009, -9.452600000000001E-10, 7.2500000000000008E-12
DataValue, -0.10200000000000001, -1.5826E-09, 9.15E-12
DataValue, -0.116, -2.5297E-09, 7.8800000000000012E-12
DataValue, -0.13, -4.0028E-09, 8.16E-12
DataValue, -0.14400000000000002, -6.3421E-09, 7.74E-12
DataValue, -0.158, -1.00541E-08, 7.3700000000000011E-12
DataValue, -0.17200000000000001, -1.4434399999999999E-08, 2.1500000000000003E-12
DataValue, -0.186, -2.3842199999999997E-08, 9.43E-12
DataValue, -0.2, -4.0050799999999995E-08, 4.8600000000000007E-12
DataValue, -0.21400000000000002, -6.17008E-08, -4.37E-12
DataValue, -0.228, -9.05854E-08, -9.77E-12
DataValue, -0.24200000000000002, -1.3708E-07, -9.16E-12
DataValue, -0.256, -2.2181999999999998E-07, -6.91E-12
DataValue, -0.27, -3.5063999999999997E-07, -1.83E-12
DataValue, -0.28400000000000003, -5.557E-07, 2.3800000000000004E-12
DataValue, -0.298, -8.6271999999999993E-07, 5.09E-12
DataValue, -0.312, -1.1822E-06, -9.7900000000000009E-12
DataValue, -0.326, -1.8135E-06, -8.32E-12
DataValue, -0.34, -2.7644E-06, -7.02E-12
DataValue, -0.35400000000000004, -4.1185000000000005E-06, -4.6600000000000007E-12
DataValue, -0.368, -6.0905E-06, -1.96E-12
DataValue, -0.382, -8.8759000000000009E-06, 5.8000000000000005E-13
DataValue, -0.396, -1.2798E-05, 4.97E-12
DataValue, -0.41000000000000003, -1.7656000000000002E-05, 7.21E-12
DataValue, -0.42400000000000004, -2.3568000000000002E-05, 5.63E-12
DataValue, -0.438, -3.0844E-05, 6.2000000000000008E-13
DataValue, -0.452, -4.0032E-05, -5.0600000000000007E-12
DataValue, -0.466, -5.1012E-05, -1.0240000000000002E-11
DataValue, -0.48000000000000004, -6.4018E-05, -1.361E-11
DataValue, -0.49400000000000005, -7.8888000000000008E-05, -1.4390000000000002E-11
DataValue, -0.508, -9.5222E-05, -1.4000000000000002E-11
DataValue, -0.522, -0.00011704, 4.6600000000000007E-12
DataValue, -0.536, -0.00013452, 4.99E-12
DataValue, -0.55, -0.00015114000000000002, 3.9800000000000004E-12
DataValue, -0.56400000000000006, -0.00016678, -2.21E-12
DataValue, -0.57800000000000007, -0.00018292000000000002, -8.2700000000000009E-12
DataValue, -0.59200000000000008, -0.00019892, -1.2460000000000001E-11
DataValue, -0.606, -0.00021538000000000002, -1.542E-11
DataValue, -0.62, -0.00023092000000000002, -1.515E-11
DataValue, -0.634, -0.00024564000000000004, -1.4630000000000002E-11
DataValue, -0.648, -0.00026054, -1.13E-11
DataValue, -0.662, -0.0002741, -7.5800000000000012E-12
DataValue, -0.676, -0.00028648000000000004, -3.6200000000000003E-12
DataValue, -0.69000000000000006, -0.00029792, -2.4300000000000003E-12
DataValue, -0.70400000000000007, -0.0003079, -1.4800000000000002E-12
DataValue, -0.71800000000000008, -0.00031698, -3.43E-12
DataValue, -0.732, -0.00032468000000000004, -8.56E-12
DataValue, -0.746, -0.00033216, -1.775E-11
DataValue, -0.76, -0.00034040000000000003, -2.3660000000000002E-11
DataValue, -0.774, -0.00034784000000000003, -2.5610000000000003E-11
DataValue, -0.788, -0.00035528000000000003, -2.4850000000000003E-11
DataValue, -0.802, -0.00036228000000000003, -2.2110000000000002E-11
DataValue, -0.81600000000000006, -0.00036916, -1.8820000000000003E-11
DataValue, -0.83000000000000007, -0.0003754, -1.7930000000000003E-11
DataValue, -0.84400000000000008, -0.00038074, -1.697E-11
DataValue, -0.8580000000000001, -0.00038594000000000004, -1.885E-11
DataValue, -0.872, -0.0003903, -2.1390000000000003E-11
DataValue, -0.886, -0.00039574, -2.8120000000000002E-11
DataValue, -0.9, -0.00039992, -3.649E-11
DataValue, -0.9, -0.00040024, -3.081E-11
DataValue, -0.886, -0.00039618000000000005, -2.4080000000000002E-11
DataValue, -0.872, -0.00039096000000000004, -2.0930000000000002E-11
DataValue, -0.8580000000000001, -0.0003859, -1.77E-11
DataValue, -0.84400000000000008, -0.00037956000000000003, -1.828E-11
DataValue, -0.83000000000000007, -0.00037394, -2.1620000000000002E-11
DataValue, -0.81600000000000006, -0.00036732000000000003, -2.602E-11
DataValue, -0.802, -0.00036156000000000003, -2.704E-11
DataValue, -0.788, -0.00035392, -2.691E-11
DataValue, -0.774, -0.0003468, -2.4150000000000002E-11
DataValue, -0.76, -0.00033956000000000004, -2.059E-11
DataValue, -0.746, -0.00033248, -1.568E-11
DataValue, -0.732, -0.00032460000000000003, -9.3200000000000015E-12
DataValue, -0.71800000000000008, -0.00031572, -5.3500000000000004E-12
DataValue, -0.70400000000000007, -0.00030622, -7.9000000000000007E-13
DataValue, -0.69000000000000006, -0.00029544, 9.1000000000000016E-13
DataValue, -0.676, -0.00028358, -2.8E-13
DataValue, -0.662, -0.00027082, -5.59E-12
DataValue, -0.648, -0.00025678, -1.442E-11
DataValue, -0.634, -0.00024306000000000002, -1.646E-11
DataValue, -0.62, -0.00022896, -1.606E-11
DataValue, -0.606, -0.00021428000000000002, -1.4920000000000002E-11
DataValue, -0.59200000000000008, -0.00019820000000000002, -1.342E-11
DataValue, -0.57800000000000007, -0.00018260000000000002, -9.94E-12
DataValue, -0.56400000000000006, -0.00016622000000000002, -5.04E-12
DataValue, -0.55, -0.00015004000000000002, -4.3000000000000004E-13
DataValue, -0.536, -0.00013284, 3.3600000000000002E-12
DataValue, -0.522, -0.00011542, 4.9000000000000005E-12
DataValue, -0.508, -9.5738E-05, -7.91E-12
DataValue, -0.49400000000000005, -8.0478E-05, -3.48E-12
DataValue, -0.48000000000000004, -6.6752E-05, 1.5E-12
DataValue, -0.466, -5.3304E-05, 4.8500000000000005E-12
DataValue, -0.452, -4.1450000000000005E-05, 7.27E-12
DataValue, -0.438, -3.1196000000000004E-05, 6.8200000000000004E-12
DataValue, -0.42400000000000004, -2.2636E-05, 3.2400000000000003E-12
DataValue, -0.41000000000000003, -1.6148000000000002E-05, -2.8300000000000003E-12
DataValue, -0.396, -1.1458000000000001E-05, -7.870000000000001E-12
DataValue, -0.382, -8.7911000000000013E-06, 8.23E-12
DataValue, -0.368, -5.9513000000000009E-06, 7.61E-12
DataValue, -0.35400000000000004, -4.1619000000000008E-06, 8.3700000000000009E-12
DataValue, -0.34, -2.7294E-06, 7.51E-12
DataValue, -0.326, -1.7975000000000002E-06, 6.1300000000000007E-12
DataValue, -0.312, -1.1823E-06, 3.2900000000000003E-12
DataValue, -0.298, -8.1214E-07, -1.0100000000000001E-12
DataValue, -0.28400000000000003, -5.4991999999999994E-07, 3.2200000000000004E-12
DataValue, -0.27, -3.633E-07, 7.21E-12
DataValue, -0.256, -2.3072E-07, 9.96E-12
DataValue, -0.24200000000000002, -1.3747999999999998E-07, 4.06E-12
DataValue, -0.228, -8.7352799999999991E-08, -9.25E-12
DataValue, -0.21400000000000002, -5.3456999999999994E-08, -3.8800000000000004E-12
DataValue, -0.2, -3.5061799999999996E-08, 7.81E-12
DataValue, -0.186, -2.4302399999999997E-08, 7.6600000000000009E-12
DataValue, -0.17200000000000001, -1.5999E-08, 8E-13
DataValue, -0.158, -9.623E-09, -8.3900000000000012E-12
DataValue, -0.14400000000000002, -6.4613E-09, 3.4100000000000002E-12
DataValue, -0.13, -4.0444E-09, 3.92E-12
DataValue, -0.116, -2.5486E-09, 2.59E-12
DataValue, -0.10200000000000001, -1.6033E-09, 1.9900000000000002E-12
DataValue, -0.088000000000000009, -9.983E-10, -3.1400000000000004E-12
DataValue, -0.07400000000000001, -6.0671000000000007E-10, -7.94E-12
DataValue, -0.060000000000000005, -3.8100000000000003E-10, -8.05E-12
DataValue, -0.046, -2.3963000000000003E-10, -7.1400000000000007E-12
DataValue, -0.032, -1.508E-10, -7.11E-12
DataValue, -0.018000000000000002, -9.2050000000000008E-11, -6.4200000000000005E-12
DataValue, -0.004, -5.401E-11, -9.03E-12
DataValue, 0.01, -4.5900000000000004E-11, -8.54E-12
DataValue, 0.024, -3.0540000000000005E-11, -8.41E-12
DataValue, 0.038, -1.965E-11, -8.3700000000000009E-12
DataValue, 0.052000000000000005, -1.3170000000000001E-11, -8.41E-12
DataValue, 0.066, -6.76E-12, -7.7E-12
DataValue, 0.08, -1.7500000000000002E-12, -7.5600000000000009E-12
DataValue, 0.094, 3.8000000000000005E-13, -7.5600000000000009E-12
DataValue, 0.108, 3.7900000000000006E-12, -6.6300000000000006E-12
DataValue, 0.12200000000000001, 5.59E-12, -6.8800000000000006E-12
DataValue, 0.136, 8.1000000000000014E-12, -6.1100000000000004E-12
DataValue, 0.15, 1.1520000000000001E-11, -3.7800000000000005E-12
DataValue, 0.164, 1.25E-11, -4.77E-12
DataValue, 0.17800000000000002, 1.424E-11, -2.9400000000000004E-12
DataValue, 0.192, 1.581E-11, -2.49E-12
DataValue, 0.20600000000000002, 1.9400000000000002E-11, -2.5500000000000002E-12
DataValue, 0.22, 2.045E-11, -1.0100000000000001E-12
DataValue, 0.234, 2.158E-11, -1.3E-13
DataValue, 0.248, 2.2920000000000003E-11, -2.2000000000000002E-13
DataValue, 0.262, 2.5160000000000003E-11, 9.1000000000000016E-13
DataValue, 0.276, 2.58E-11, 1.3000000000000001E-12
DataValue, 0.29000000000000004, 2.6610000000000002E-11, 2.4000000000000003E-12
DataValue, 0.304, 2.733E-11, 3.0900000000000004E-12
DataValue, 0.318, 2.817E-11, 3.8400000000000006E-12
DataValue, 0.332, 2.8910000000000003E-11, 4.16E-12
DataValue, 0.34600000000000003, 2.875E-11, 6.1200000000000006E-12
